participant_id;session_id;team_name;sport;question_key;code_1;code_2;;code_2 Frequency Table;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q7_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q8_Athlete;"social_comfort_broad; positive_acceptance; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q11_Athlete;cost_access_barrier;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q12_Athlete;"inclusion_retention; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q1_Athlete;"cost_access_barrier; positive_acceptance";"equity_and_retention; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q4_Athlete;"motivation_reward; equipment_preference";"incentive_governance; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q7_Athlete;"motivation_reward; cost_access_barrier";"incentive_governance; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q12_Athlete;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q3_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q7_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q9_Athlete;scam_risk;trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q11_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q12_Athlete;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q3_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q7_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q9_Athlete;scam_risk;trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q11_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q12_Athlete;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q7_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q8_Athlete;"social_comfort_broad; positive_acceptance; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q12_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q3_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q7_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q8_Athlete;"social_comfort_team; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q11_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q12_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q5_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q7_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q11_Athlete;"social_comfort_broad; community_support; trust_safety";"trust_negotiation; equity_and_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q12_Athlete;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q1_Athlete;"motivation_reward; app_preference";"incentive_governance; exchange_modality_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q6_Athlete;face_to_face_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q7_Athlete;"fairness_reciprocity; social_comfort_broad; trust_safety";"equity_and_retention; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q8_Athlete;"social_comfort_broad; positive_acceptance; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q11_Athlete;"cost_access_barrier; no_inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q12_Athlete;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q1_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q2_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q6_Athlete;app_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q7_Athlete;"fairness_reciprocity; social_comfort_broad; trust_safety";"equity_and_retention; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q8_Athlete;"social_comfort_team; positive_acceptance; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q12_Athlete;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A02;T6;Uppsala IF U16;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q1_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q4_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q6_Athlete;app_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q7_Athlete;"fairness_reciprocity; social_comfort_broad; trust_safety";"equity_and_retention; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q8_Athlete;"social_comfort_team; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q9_Athlete;fairness_reciprocity;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q11_Athlete;negative_response;evaluative_stance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q12_Athlete;"cost_access_barrier; inclusion_retention";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A03;T6;Uppsala IF U16;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q5_Athlete;"positive_circulation_response; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q6_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q7_Athlete;"fairness_reciprocity; social_comfort_broad; trust_safety";"equity_and_retention; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q8_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q9_Athlete;community_support;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q11_Athlete;"cost_access_barrier; skeptical_response";"equity_and_retention; evaluative_stance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q12_Athlete;inclusion_retention;equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A01;T8;Rasbo IP U16;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q3_Athlete;"positive_acceptance; social_comfort_broad; trust_safety";"circular_exchange_engagement; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q6_Athlete;face_to_face_preference;exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q7_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q8_Athlete;"face_to_face_preference; social_comfort_broad; trust_safety";"exchange_modality_preference; trust_negotiation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q9_Athlete;"fairness_reciprocity; community_support";equity_and_retention;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q10_Athlete;positive_circulation_response;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q11_Athlete;"social_comfort_broad; trust_safety";trust_negotiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q12_Athlete;"face_to_face_preference; positive_acceptance";"exchange_modality_preference; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A02;T8;Rasbo IP U16;Football;Q13_Athlete;practical_system;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q1_Athlete;positive_acceptance;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q2_Athlete;motivation_reward;incentive_governance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q3_Athlete;"social_comfort_team; positive_circulation_response; trust_safety";"trust_negotiation; circular_exchange_engagement";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q4_Athlete;equipment_preference;circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q5_Athlete;"hygiene_quality_concern; equipment_preference";circular_exchange_engagement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8_A03;T8;Rasbo IP U16;Football;Q6_Athlete;"app_preference; face_to_face_preference";exchange_modality_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
