participant_id;session_id;team_name;sport;question_key;response_text;code_1;;;Table 1: Code_1 Occurrences;;;Table 2: Code_1 Occurrences by Question Key;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T1_A01;T1;Uppsala Sirius U15;Football;Q1_Athlete;I think it would be good. Yeah, great.;positive_acceptance;;;Code (20);Count;;Code;Q1_Athlete;Q2_Athlete;Q3_Athlete;Q4_Athlete;Q5_Athlete;Q6_Athlete;Q7_Athlete;Q8_Athlete;Q9_Athlete;Q10_Athlete;Q11_Athlete;Q12_Athlete;Q13_Athlete;Athlete Total;Q1_Coach;Q2_Coach;Q3_Coach;Q4_Coach;Q5_Coach;Q6_Coach;Q7_Coach;Q8_Coach;Q9_Coach;Q10_Coach;Q11_Coach;Q12_Coach;Q13_Coach;Q14_Coach;Q15_Coach;Q16_Coach;Coach Total;Grand Total
T4_A04;T4;IF VP;Football;Q4_Athlete;boots and gloves, and give away all;"positive_circulation_response; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q5_Athlete;boots and gloves, and give away all;"positive_circulation_response; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q6_Athlete;Face to face will be better;face_to_face_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q7_Athlete;i would not care;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q8_Athlete;i would not care;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q9_Athlete;It does not matter;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q10_Athlete;no;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q11_Athlete;not in my life;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q12_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A04;T4;IF VP;Football;Q13_Athlete;Scams and lags;"practical_system; scam_risk; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q1_Athlete;I would say the same, great system.;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q2_Athlete;It kind of motivates me. If you give me some things for coins, it makes me do more;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q3_Athlete;sharing is caring, I would like to give my stuffs;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q4_Athlete;boots, gloves, and shin pads, and give away anything, because some people need it;"positive_circulation_response; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q5_Athlete;boots, gloves, and shin pads, and give away anything, because some people need it;"positive_circulation_response; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q6_Athlete;I mean, in training is best;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q7_Athlete;i would not care;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q8_Athlete;i feel comfortable with my team;"social_comfort_team; positive_acceptance; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q9_Athlete;It does not matter;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q10_Athlete;I give away to people I know, like friends, like shoes in smaller sizes of mine;"positive_circulation_response; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q11_Athlete;Yes, I used to know them, one of my friends;"social_comfort_team; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q12_Athlete;it will make them more part of the team;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A05;T4;IF VP;Football;Q13_Athlete;Scams;"practical_system; scam_risk; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q1_Athlete;It is good, you get equipment just by answering the questions.;app_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q2_Athlete;I don't know if it's good for me, but for kids who cannot afford more can get use of this;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q3_Athlete;Yes, of course;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q4_Athlete;shinpad, jerseys, and give away anything;"positive_circulation_response; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q5_Athlete;shinpad, jerseys, and give away anything;"positive_circulation_response; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q6_Athlete;for me, it's anywhere;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q7_Athlete;i would not care;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q8_Athlete;anyone;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q9_Athlete;I'm just happy to contribute to the system, that's it;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q10_Athlete;Sometimes I buy and give away;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q11_Athlete;no;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q12_Athlete;to some extent;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A06;T4;IF VP;Football;Q13_Athlete;It's gonna work possibly as it is;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q1_Athlete;It is good, especially for people who don't have a lot of money;"cost_access_barrier; app_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q2_Athlete;I also think it's pretty good for people who do not have a lot of money. I might use it if I don't have a lot of money;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q3_Athlete;Of course;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q4_Athlete;jackets;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q5_Athlete;jackets;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q6_Athlete;Anywhere;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q7_Athlete;i would not care;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q8_Athlete;anyone;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q9_Athlete;It does not matter;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q10_Athlete;sometimes I buy and give away;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q11_Athlete;I heard but not seen;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q12_Athlete;yes, ofcourse;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T4_A07;T4;IF VP;Football;Q13_Athlete;It would go well in our team;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q1_Athlete;That's a great idea, I like it;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q2_Athlete;It feels like a reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q3_Athlete;Yeah I would probably yes;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q4_Athlete;Shoes and shinpad, maybe shorts;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q5_Athlete;Shoes maybe;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q6_Athlete;Probably the app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q7_Athlete;Yeah it feels different, it is like getting a reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q8_Athlete;I would be comfortable with other teams too;"social_comfort_broad; positive_acceptance; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q9_Athlete;It does not really matter for me;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q10_Athlete;You can go to blanket, and giveaway, i did not received;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q11_Athlete;I have not met anyone, but i think it is hard to start into sports if you dont have equipments because of money;cost_access_barrier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q12_Athlete;Yeah probably help them stay and get stuff;"inclusion_retention; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A01;T5;Uppsala IF U15;Football;Q13_Athlete;I think it would work;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q1_Athlete;I think its a great idea, for people who do not have much money, use this company to get things for themselves;"cost_access_barrier; positive_acceptance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q2_Athlete;Its feels like a reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q3_Athlete;Yes I would;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q4_Athlete;Goalie gloves;"motivation_reward; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q5_Athlete;Yes shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q6_Athlete;Probably the app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q7_Athlete;Yeah, it will feel like getting a reward rather than simply getting it for money or something;"motivation_reward; cost_access_barrier";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q8_Athlete;Other teams too;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q9_Athlete;It does not matter;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q10_Athlete;I have given away my older shinpads to my sister;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q11_Athlete;No I did not;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q12_Athlete;It would help;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A02;T5;Uppsala IF U15;Football;Q13_Athlete;Yes I also think it would work;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q1_Athlete;Nice idea;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q2_Athlete;It feels like a reward and also motivation;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q3_Athlete;I would be comfortable;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q4_Athlete;Shoes and jerseys;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q5_Athlete;Jerseys and shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q6_Athlete;Probably the app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q7_Athlete;Like a reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q8_Athlete;Other teams also;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q9_Athlete;I would feel scammed;scam_risk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q10_Athlete;I gave shoes;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q11_Athlete;I have not met anyone but I have seen in social media and internet;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q12_Athlete;Absolutely it would help;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A03;T5;Uppsala IF U15;Football;Q13_Athlete;It would work;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q1_Athlete;Very good;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q2_Athlete;Good motivation;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q3_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q4_Athlete;Shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q5_Athlete;Shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q6_Athlete;Probably the app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q7_Athlete;Like a reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q8_Athlete;Other teams;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q9_Athlete;Scammed;scam_risk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q10_Athlete;Backpack to my cousin;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q11_Athlete;I have not met anyone;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q12_Athlete;It helps;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A04;T5;Uppsala IF U15;Football;Q13_Athlete;Yea it will;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q1_Athlete;Very good idea;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q2_Athlete;It's a great system for me personally, its a reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q3_Athlete;Yeah no problem;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q4_Athlete;Shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q5_Athlete;Shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q6_Athlete;Probably the app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q7_Athlete;Yeah it is bit different like a reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q8_Athlete;I would be comfortable with both my team and other teammates, but maybe more with my team;"social_comfort_broad; positive_acceptance; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q9_Athlete;I would not feel very good I guess;fairness_reciprocity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q10_Athlete;Shoes;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q11_Athlete;I have not met anyone;negative_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q12_Athlete;Yes;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A05;T5;Uppsala IF U15;Football;Q13_Athlete;Yeah It could be good I think;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q1_Athlete;Really good;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q2_Athlete;Reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q3_Athlete;Sure;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q4_Athlete;Backpacks;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q5_Athlete;Shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q6_Athlete;Probably the app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q7_Athlete;Like a reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q8_Athlete;Same team is preferred;"social_comfort_team; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q9_Athlete;I would not feel good though;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q10_Athlete;Shoes;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q11_Athlete;Not anyone;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q12_Athlete;Yeah;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A06;T5;Uppsala IF U15;Football;Q13_Athlete;Yes;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q1_Athlete;It's a smart idea;positive_acceptance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q2_Athlete;Good reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q3_Athlete;Most likely yeah;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q4_Athlete;Football boots and studs;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q5_Athlete;Shoes;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q6_Athlete;Probably the app;"app_preference; face_to_face_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q7_Athlete;Yeah it is different ofcourse, it is counted as reward;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q8_Athlete;For me it does not matter;"social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q9_Athlete;Depends on how many times it happens, If the circulation and sharing is less, it would not be good;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q10_Athlete;Shinpad and shoes;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q11_Athlete;It depends on the community you live, but as of myself I did not see anyone;"social_comfort_broad; community_support; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q12_Athlete;Most definitely yeah;"cost_access_barrier; inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T5_A07;T5;Uppsala IF U15;Football;Q13_Athlete;It could work yeah;practical_system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q1_Athlete;Its good motivation to get new ones for free and also to giveaway your clothes;"motivation_reward; app_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q2_Athlete;Yes absolutely;motivation_reward;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q3_Athlete;Yeah why not;"social_comfort_team; positive_circulation_response; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q4_Athlete;Shirts;equipment_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q5_Athlete;Shirts;"hygiene_quality_concern; equipment_preference";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q6_Athlete;I think I use this exchange at training;face_to_face_preference;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q7_Athlete;Yeah it would be different;"fairness_reciprocity; social_comfort_broad; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q8_Athlete;I would be comfortable with both my team and other teammates;"social_comfort_broad; positive_acceptance; trust_safety";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q9_Athlete;I would feel bad;"fairness_reciprocity; community_support";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q10_Athlete;I bought shorts;positive_circulation_response;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q11_Athlete;Yeah i heard someone here across rinkeby, sweden. When I played there.;"cost_access_barrier; no_inclusion_retention";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T6_A01;T6;Uppsala IF U16;Football;Q12_Athlete;It would help very much;community_support;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
